rosbagTimestamp,seq,secs,nsecs,frame_id,child_frame_id,xp,yp,zp,xo,yo,zo,wo,orientation_covariance,xl,yl,zl,xa,ya,za,angular_covariance,normality
1.57E+18,228,1574069832,655268933,map,base_link,9.787348767,-2.110015993,0.962,0.019763457,-0.083193454,-0.22984233,-0.96946416,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.07,0.01,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,229,1574069832,889467510,map,base_link,9.829828608,-2.132226698,0.967,0.020825695,-0.081288209,-0.227309008,-0.970200563,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.1,-0.01,0.19,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,230,1574069833,143957241,map,base_link,9.855316525,-2.154437426,0.967,0.02486051,-0.067886284,-0.233483925,-0.969669358,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.06,-0.02,0.17,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,231,1574069833,413575315,map,base_link,9.846820578,-2.154437442,0.976,0.028414234,-0.053648962,-0.240258843,-0.968808603,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",0.02,0.01,0.17,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,232,1574069833,693308945,map,base_link,9.82982861,-2.110015944,0.98,0.026905704,-0.046362973,-0.233410888,-0.970899539,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.02,0.04,0.16,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,233,1574069833,951649546,map,base_link,9.821332574,-2.065594427,0.974,0.020579193,-0.047643359,-0.226356622,-0.972660931,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.06,0.06,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,234,1574069834,242976477,map,base_link,9.812836554,-2.021172915,0.973,0.018611414,-0.046418656,-0.229139372,-0.972108056,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.08,0.04,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,235,1574069834,515951319,map,base_link,9.812836525,-1.998962154,0.976,0.020144681,-0.046804575,-0.230475819,-0.971742981,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,0.03,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,236,1574069834,806513466,map,base_link,9.812836496,-1.976751393,0.972,0.020802979,-0.05236543,-0.230941487,-0.971334714,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,0.04,0.19,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,237,1574069835,19066452,map,base_link,9.804340519,-1.965646021,0.973,0.021069714,-0.055184469,-0.229002806,-0.971631852,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,0.04,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,238,1574069835,275356363,map,base_link,9.795844528,-1.943435271,0.976,0.021736873,-0.055981996,-0.226715537,-0.972107808,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.06,0.04,0.17,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,239,1574069835,536297546,map,base_link,9.787348551,-1.932329902,0.977,0.02394465,-0.060564315,-0.227784223,-0.971531248,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.08,0.04,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,240,1574069835,794282408,map,base_link,9.744868696,-1.899013814,0.979,0.02624867,-0.067565439,-0.22470742,-0.971726553,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.12,0.05,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,241,1574069836,56635913,map,base_link,9.71938081,-1.887908469,0.985,0.025267926,-0.069420371,-0.2209465,-0.972483927,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.12,0.07,0.18,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,242,1574069836,306571828,map,base_link,9.719380811,-1.876803091,0.993,0.024502623,-0.071582945,-0.221359382,-0.972252811,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.1,0.07,0.16,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,243,1574069836,574947623,map,base_link,9.727876789,-1.876803083,1.005,0.022868737,-0.068246758,-0.225690677,-0.971536473,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,0.06,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,244,1574069836,831905507,map,base_link,9.727876804,-1.876803086,1.01,0.024562046,-0.061881679,-0.226056609,-0.971836289,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.05,0.05,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,245,1574069837,120338491,map,base_link,9.710884864,-1.876803105,1.004,0.025724359,-0.059657008,-0.224059678,-0.97240761,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.06,0.03,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,246,1574069837,408997839,map,base_link,9.685396992,-1.887908519,1.001,0.026857649,-0.055746351,-0.22131841,-0.973236442,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.05,0.02,0.17,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,247,1574069837,646178303,map,base_link,9.651413143,-1.887908563,1.004,0.029531725,-0.060758405,-0.223511676,-0.972357354,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,0.01,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,248,1574069837,894889986,map,base_link,9.608933374,-1.921224759,1.007,0.031460897,-0.060630904,-0.226428285,-0.971629732,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.8120994524002185, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.1,0,0.16,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,249,1574069838,156417813,map,base_link,9.574949568,-1.943435568,1.012,0.036219477,-0.059757413,-0.226188331,-0.971574001,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.1,-0.02,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,250,1574069838,410511896,map,base_link,9.557957701,-1.976751736,1.027,0.034902456,-0.059561406,-0.231559116,-0.970368298,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.11,-0.03,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,251,1574069838,671275287,map,base_link,9.54096582,-1.987857143,1.042,0.034347475,-0.056999045,-0.230849843,-0.97071093,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.11,-0.03,0.14,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,252,1574069838,929129414,map,base_link,9.5324699,-2.01006792,1.055,0.030340991,-0.051599676,-0.236815089,-0.969708983,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.09,-0.03,0.13,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,253,1574069839,189589426,map,base_link,9.498486079,-2.021173348,1.062,0.025485923,-0.046829987,-0.24874831,-0.967099632,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.07,-0.03,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,254,1574069839,451369191,map,base_link,9.464502229,-2.02117339,1.066,0.024942822,-0.045502057,-0.254075487,-0.965791419,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.05,-0.02,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,255,1574069839,709574687,map,base_link,9.430518394,-2.021173436,1.07,0.025957222,-0.044985416,-0.255299289,-0.965466109,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.08,-0.01,0.15,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
1.57E+18,256,1574069840,3441579,map,base_link,9.388038596,-2.021173493,1.081,0.024570671,-0.041156968,-0.256751588,-0.965288044,"[0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9604000373840336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.284899723625188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99999.0]",-0.09,0.01,0.13,0,0,0,"[-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1
